artwork.id,artwork.title,year,artwork.medium,movement.era.id,movement.era.name,movement.id,movement.name
63318,The Burning of Rome,1834,"Gouache, graphite and watercolour on paper",350,19th century,364,Romanticism
33347,Interior of a Cottage,1801,"Oil, watercolour and ink on paper",290,18th century,345,Picturesque
33351,Stormy Landscape with Figures,1799,Oil and graphite on paper,290,18th century,349,Sublime
33307,The River Thames with Isleworth Ferry,1805,Graphite and watercolour on paper,290,18th century,345,Picturesque
63757,Sailing Boat in a Rough Sea,1840,,350,19th century,364,Romanticism
63756,Red Sky over a Beach,1840,,350,19th century,364,Romanticism
63760,Shore Scene with Waves and Breakwater,1835,Oil on board,350,19th century,364,Romanticism
63770,Figures on a Beach,1840,Oil on paper,350,19th century,364,Romanticism
63762,Ship in a Storm,1840,Oil on board,350,19th century,364,Romanticism
63759,Sunset Seen from a Beach with Breakwater,1840,Oil on board,350,19th century,364,Romanticism
63768,Waves Breaking on a Beach,1840,Oil on board,350,19th century,364,Romanticism
63769,Coast Scene,1840,Oil on board,350,19th century,364,Romanticism
63755,Riders on a Beach,1835,Oil on board,350,19th century,364,Romanticism
63761,Two Figures on a Beach with a Boat,1840,Oil on board,350,19th century,364,Romanticism
63758,Coast Scene with Buildings,1840,Oil on board,350,19th century,364,Romanticism
32292,"The Battle of Fort Rock, Val d'Aouste, Piedmont, 1796",1815,Gouache and watercolour on paper,290,18th century,349,Sublime
35512,Little Devil's Bridge,1806,Graphite and watercolour on paper,290,18th century,349,Sublime
35550,The Source of the Arveron,1812,Watercolour on paper,290,18th century,349,Sublime
35544,Solitude ('The Reading Magdalene'),1808,Watercolour on paper,350,19th century,364,Romanticism
31547,Study of a Pumpkin Plant against a Rocky Background,1740,"Chalk, pastel and watercolour on paper",289,16th and 17th century,401,"French-trained, working in Britain"
31557,The Ford,1805,"Gouache, graphite and watercolour on paper",290,18th century,345,Picturesque
63177,The Lovers,1830,Gouache and watercolour on paper,350,19th century,364,Romanticism
23804,"Invitation Card for the Feast of St Luke, with a Sketch of the Pediment of a Greek Temple",1718,"Graphite, chalk and ink on paper",289,16th and 17th century,398,Baroque
23063,Forest of Fontainebleau: A Chestnut Tree,NA,Graphite and watercolour on paper,350,19th century,363,Pre-Raphaelite
23072,A Rocky Coast,NA,"Graphite, watercolour and gouache on paper",350,19th century,363,Pre-Raphaelite
23077,Shore Scene with Groups of Figures,1865,"Graphite, watercolour and gouache on paper",350,19th century,363,Pre-Raphaelite
23070,Two Men Scything,1861,"Graphite, watercolour and gouache on paper",350,19th century,363,Pre-Raphaelite
23067,A Wide Landscape,NA,"Graphite, watercolour and gouache on paper",350,19th century,363,Pre-Raphaelite
23082,"Manzanares, Madrid",1866,Graphite and watercolour on paper,350,19th century,363,Pre-Raphaelite
23061,Forest of Fontainebleau: A Peasant outside a Church under Trees,NA,"Graphite, watercolour, gouache and ink on paper",350,19th century,363,Pre-Raphaelite
23078,Inundation at St Marks,1863,Graphite and watercolour on paper,350,19th century,363,Pre-Raphaelite
23079,San Giorgio from the Ducal Palace,1863,"Graphite, watercolour and gouache on paper",350,19th century,363,Pre-Raphaelite
23083,"The Village Cross, Spain",1866,Watercolour and gouache on paper,350,19th century,363,Pre-Raphaelite
23288,A Group Surrounding a Seated Man,NA,Ink on paper,350,19th century,8064,Victorian/Genre
23071,Tintagel,1861,"Graphite, watercolour and gouache on paper",350,19th century,363,Pre-Raphaelite
23068,A Girl Seated on Rocks in a Wood,NA,Graphite and watercolour on paper,350,19th century,363,Pre-Raphaelite
23092,Tintagel,1862,Watercolour on paper,350,19th century,363,Pre-Raphaelite
23069,A Shepherd on the Downs,NA,"Graphite, watercolour and gouache on paper",350,19th century,363,Pre-Raphaelite
23076,"A House in Spain, with a ?Minaret",1865,Watercolour on paper,350,19th century,363,Pre-Raphaelite
23287,Measuring Heights,NA,Ink on paper,350,19th century,8064,Victorian/Genre
23084,A Syrian Girl at a Balcony overlooking a Bay,NA,"Graphite, watercolour and gouache on paper",350,19th century,363,Pre-Raphaelite
23094,"Suggestive Study, Paradise (Head of a Girl and a Bird of Paradise)",1864,Watercolour and gouache on paper,350,19th century,363,Pre-Raphaelite
23073,Tintagel,1861,Graphite and watercolour on paper,350,19th century,363,Pre-Raphaelite
23096,Coast Scene with Fishing Boats and Rainbows,NA,Oil paint on paper,350,19th century,363,Pre-Raphaelite
23086,"Venice, Nocturne. San Giorgio Maggiore",NA,"Graphite, watercolour and gouache on paper",350,19th century,363,Pre-Raphaelite
23075,Venice: A Girl in a Doorway,1862,"Graphite, watercolour and gouache on paper",350,19th century,363,Pre-Raphaelite
23290,"Playground Scene, Children Playing and Wrestling",1826,Ink on paper,350,19th century,8064,Victorian/Genre
23080,Arabian Merchants,NA,Watercolour and gouache on paper,350,19th century,363,Pre-Raphaelite
23081,Valencia. The Well,NA,"Graphite, watercolour and gouache on paper",350,19th century,363,Pre-Raphaelite
23093,"A Young Palm, Valentia",1865,Graphite and watercolour on paper,350,19th century,363,Pre-Raphaelite
23087,"Recollection, Strid, Barden Tower",1866,Oil paint on paper,350,19th century,363,Pre-Raphaelite
23088,Recollection. Barden Fells,1866,Oil paint on paper,350,19th century,363,Pre-Raphaelite
23064,Fishermen at Sunset,1859,"Graphite, watercolour and gouache on paper",350,19th century,363,Pre-Raphaelite
23065,Lugano (a Pillar in the Foreground),1861,"Graphite, watercolour and gouache on paper",350,19th century,363,Pre-Raphaelite
23074,A Man Digging on the Shore,1862,"Graphite, watercolour and gouache on paper",350,19th century,363,Pre-Raphaelite
23091,"Whilst Waiting for the Train, Swiss Alps",NA,Graphite and watercolour on paper,350,19th century,363,Pre-Raphaelite
23060,Fairy Dell. A Man and a Dog in a Sunlit Clearing,NA,"Graphite, watercolour and gouache on paper",350,19th century,363,Pre-Raphaelite
23066,A Sunlit Wood,1861,Graphite and watercolour on paper,350,19th century,363,Pre-Raphaelite
23095,A Rocky Coast,NA,Graphite and watercolour on paper,350,19th century,363,Pre-Raphaelite
23090,Devonshire Coast,1855,Graphite and watercolour on paper,350,19th century,363,Pre-Raphaelite
23062,Forest of Fontainebleau: A Path in the Woods,NA,Graphite and watercolour on paper,350,19th century,363,Pre-Raphaelite
23097,Trenana Cornwall: An Indoor Scene,1862,Ink on paper,350,19th century,363,Pre-Raphaelite
23289,Women and Children Listening to a Seated Man,1826,Ink on paper,350,19th century,8064,Victorian/Genre
23085,A Procession of Peasants among Trees,NA,Graphite and watercolour on paper,350,19th century,363,Pre-Raphaelite
10885,Armoured Helmet,1956,Oil paint on hardboard,8,20th century 1900-1945,16668,Angry Penguins
10886,In the Cave,1957,Polyvinyl acetate paint on hardboard,8,20th century 1900-1945,16668,Angry Penguins
13289,Portrait of a Man in a Slashed Black Doublet,1605,Oil paint on oak,289,16th and 17th century,412,Early Stuart
13289,Portrait of a Man in a Slashed Black Doublet,1605,Oil paint on oak,289,16th and 17th century,414,Tudor
8905,Figure,1915,Plaster,8,20th century 1900-1945,299,Cubism
4038,Open Window at Saint-Jeannet,1926,Gouache on paper,8,20th century 1900-1945,306,Fauvism
3706,Woman in a Tub,1883,Pastel on paper,350,19th century,357,Impressionism
2302,Midnight Sun II,1982,Oil paint on canvas,415,20th century post-1945,431,Neo-Expressionism
2302,Midnight Sun II,1982,Oil paint on canvas,415,20th century post-1945,12069,Transavanguardia
506,Mountain Landscape with Dancing Shepherd,1650,Oil paint on canvas,289,16th and 17th century,399,Civil War and Commonwealth
13058,Ledger,1982,"Enamelac paint on fibreglass, aluminium and wood",415,20th century post-1945,430,Minimalism
12374,Nude on a Couch,1915,Oil paint on canvas,350,19th century,357,Impressionism
428,Five Sunsets in One Hour,1978,Burnt lines on board and transfer lettering on card,415,20th century post-1945,421,Conceptual Art
12375,Peaches and Almonds,1901,Oil paint on canvas,350,19th century,357,Impressionism
4493,Nature,1959,Bronze,415,20th century post-1945,4246,Spazialismo
10884,Carcase in Swamp,1955,Oil paint on hardboard,8,20th century 1900-1945,16668,Angry Penguins
4039,The Kessler Family on Horseback,1931,Gouache on paper,8,20th century 1900-1945,306,Fauvism
8934,Guitar Player in Armchair,1922,Plaster,8,20th century 1900-1945,299,Cubism
5533,The Artist's Wife,1913,Oil paint on canvas,8,20th century 1900-1945,297,Camden Town Group
13424,La Hollandaise,1906,Oil paint on canvas,8,20th century 1900-1945,297,Camden Town Group
4037,The Wheatfield,1929,Oil paint on canvas,8,20th century 1900-1945,306,Fauvism
26735,Z 105 Portals of Houses,1918,Chalk on paper,8,20th century 1900-1945,308,German Expressionism
92160,Untitled,2003,Gouache and ink on paper,415,20th century post-1945,16666,Abject art
84302,Insertions into Ideological Circuits: Coca-Cola Project,1970,"3 glass bottles, 3 metal caps, liquid and adhesive labels with text",415,20th century post-1945,421,Conceptual Art
84302,Insertions into Ideological Circuits: Coca-Cola Project,1970,"3 glass bottles, 3 metal caps, liquid and adhesive labels with text",415,20th century post-1945,17894,Neo-Concretism
92168,Untitled,1998,"Ink and photograph, black and white, on paper",415,20th century post-1945,16666,Abject art
9351,Black Relief,1957,"Wood, hardboard and plastic",415,20th century post-1945,419,British Constructivism
597,Danger of Death,1954,Graphite on paper,8,20th century 1900-1945,320,Surrealism
4979,Perseus and Andromeda,1936,Printed papers on paper,8,20th century 1900-1945,1688,British Surrealism
595,According to the Laws of Chance,1933,Sugar paper on plyboard,8,20th century 1900-1945,300,Dada
595,According to the Laws of Chance,1933,Sugar paper on plyboard,8,20th century 1900-1945,320,Surrealism
16592,"Hip, Hip, Hoorah!",1949,Oil paint on canvas,415,20th century post-1945,420,Cobra
16598,Beach with Starfish,1933,"Gouache, printed paper and ink on paper",8,20th century 1900-1945,319,Seven and Five
6854,The Earth is an Angel,1987,"Brass, zinc and plywood",415,20th century post-1945,1682,New British Sculpture
1384,A Girl's Portrait,1868,Watercolour on paper,350,19th century,363,Pre-Raphaelite
8155,Portrait of John Banckes,1676,Oil paint on canvas,289,16th and 17th century,413,Later Stuart
8155,Portrait of John Banckes,1676,Oil paint on canvas,289,16th and 17th century,406,"Netherlands-trained, working in Britain"
16467,English Heritage - Humpty Fucking Dumpty,1987,"Wood, metal and paper",415,20th century post-1945,1682,New British Sculpture
1383,Blackfriars Bridge: Moonlight Sketch,1863,Watercolour on paper,350,19th century,363,Pre-Raphaelite
5538,Untitled (for Francis),1985,"Lead, fibreglass and plaster",415,20th century post-1945,1682,New British Sculpture
596,Impish Fruit,1943,Walnut,8,20th century 1900-1945,320,Surrealism
16604,Ten Days Walking and Sleeping on Natural Ground,1986,3 screenprints on paper on 3 panels,415,20th century post-1945,421,Conceptual Art
16604,Ten Days Walking and Sleeping on Natural Ground,1986,3 screenprints on paper on 3 panels,415,20th century post-1945,429,Land Art
1450,Glass on a Table,1909,Oil paint on canvas,8,20th century 1900-1945,299,Cubism
2442,Drawing for 'Butcher's Shop I',1955,Graphite on paper,415,20th century post-1945,427,Kitchen Sink Art
12967,Black on Maroon,1959,"Oil paint, acrylic paint and glue tempera on canvas",415,20th century post-1945,416,Abstract Expressionism
5401,Rayonist Composition,1912,Pastel on paper,8,20th century 1900-1945,316,Rayonism
5830,The Solomon R. Guggenheim (Neapolitan),1965,Fibreglass and cellulose,415,20th century post-1945,1683,British Pop
12969,Black on Maroon,1958,Oil paint and acrylic paint on canvas,415,20th century post-1945,416,Abstract Expressionism
12666,Study for 'Two Step',1915,Graphite on paper,8,20th century 1900-1945,322,Vorticism
6458,"Figure, February",1962,Oil paint and charcoal on canvas,415,20th century post-1945,441,St Ives School
904,Still Life on Corner of a Mantelpiece,1914,Oil paint on canvas,8,20th century 1900-1945,295,Bloomsbury Group
1995,Piece LXXXII,1969,Painted steel,415,20th century post-1945,433,New Generation Sculpture
2924,Drawings of '4 Identical Boxes with Lids Reversed',1969,Plastic tape on paper,415,20th century post-1945,421,Conceptual Art
2140,Twister I,1962,Steel,415,20th century post-1945,424,Geometry of Fear
2083,Pottery,1969,Oil paint on canvas,415,20th century post-1945,1683,British Pop
10316,Untitled 1967-8,1967,Fibreglass and nylon threads,415,20th century post-1945,430,Minimalism
2449,"Casualty Reception Station, Capua",1944,Oil paint on canvas,8,20th century 1900-1945,10525,British War Art
2449,"Casualty Reception Station, Capua",1944,Oil paint on canvas,8,20th century 1900-1945,304,Euston Road School
921,The Doll,1936,Painted aluminium on brass base,8,20th century 1900-1945,320,Surrealism
12968,Red on Maroon,1959,"Oil paint, acrylic paint and glue tempera on canvas",415,20th century post-1945,416,Abstract Expressionism
8784,Drawing for 'Whaam!',1963,Graphite on paper,415,20th century post-1945,437,Pop Art
1898,T and Swallow,1936,Wood and steel,8,20th century 1900-1945,16667,Abstraction-Création
1898,T and Swallow,1936,Wood and steel,8,20th century 1900-1945,298,Constructivism
2923,4 Identical Boxes with Lids Reversed,1969,Painted plywood,415,20th century post-1945,421,Conceptual Art
12966,Black on Maroon,1959,"Oil paint, acrylic paint and glue tempera on canvas",415,20th century post-1945,416,Abstract Expressionism
13006,A Naturalist's Study,1928,Oil paint on canvas,8,20th century 1900-1945,320,Surrealism
12973,Black on Maroon,1958,"Oil paint, glue tempera and acrylic paint on canvas",415,20th century post-1945,416,Abstract Expressionism
8195,Untitled,1966,Charcoal on tracing paper,415,20th century post-1945,416,Abstract Expressionism
12972,Red on Maroon,1959,"Oil paint, acrylic paint and glue on canvas",415,20th century post-1945,416,Abstract Expressionism
1029,The Toy Shop,1962,"Wood, glass, paper, plastic, fabric and other materials",415,20th century post-1945,1683,British Pop
8197,Women Singing II,1966,Oil paint on paper on canvas,415,20th century post-1945,416,Abstract Expressionism
8196,The Visit,1966,Oil paint on canvas,415,20th century post-1945,416,Abstract Expressionism
903,Helen Dudley,1915,Oil paint on canvas,8,20th century 1900-1945,295,Bloomsbury Group
6048,Figure (Nyanga),1959,Elm on plywood base,415,20th century post-1945,441,St Ives School
8194,Untitled,1966,Charcoal on tracing paper,415,20th century post-1945,416,Abstract Expressionism
4807,Linear Construction No. 2,1970,Plastic and nylon threads,8,20th century 1900-1945,298,Constructivism
15784,Dux et Comes I,1932,Tempera on canvas,8,20th century 1900-1945,16667,Abstraction-Création
12322,Almanac,1962,"Oil paint, acrylic paint and screenprint on canvas",415,20th century post-1945,437,Pop Art
11565,Random Illusion No. 4,1968,Acrylic paint and tempera on canvas,415,20th century post-1945,1683,British Pop
9160,The Reckless Sleeper,1928,Oil paint on canvas,8,20th century 1900-1945,320,Surrealism
3656,Quiet Firecracker,1968,Acrylic paint on canvas,415,20th century post-1945,439,Post Painterly Abstraction
5593,Interior at Gordon Square,1915,Oil paint on wood,8,20th century 1900-1945,295,Bloomsbury Group
1028,The Fine Art Bit,1959,"Enamel, wood and postcards on board",415,20th century post-1945,1683,British Pop
5829,$he,1958,"Oil paint, cellulose nitrate paint, paper and plastic on wood",415,20th century post-1945,1683,British Pop
5829,$he,1958,"Oil paint, cellulose nitrate paint, paper and plastic on wood",415,20th century post-1945,425,Independent Group
4808,Torsion (Project for a Fountain),1960,Bronze,8,20th century 1900-1945,298,Constructivism
10338,"Composition in Yellow, Black and White",1949,Oil paint and wood on canvas,8,20th century 1900-1945,298,Constructivism
10338,"Composition in Yellow, Black and White",1949,Oil paint and wood on canvas,8,20th century 1900-1945,6277,Neo-Plasticism
10367,Open No. 121 (Bolton Landing Elegy),1969,Acrylic paint and charcoal on canvas,415,20th century post-1945,416,Abstract Expressionism
12970,Red on Maroon,1959,"Oil paint, acrylic paint and glue on canvas",415,20th century post-1945,416,Abstract Expressionism
13606,Panatella,1961,Oil paint on canvas,415,20th century post-1945,1683,British Pop
13606,Panatella,1961,Oil paint on canvas,415,20th century post-1945,442,Situation
6421,S2,1968,Plastic and metal,415,20th century post-1945,419,British Constructivism
11867,Still Life,1914,Painted wood and upholstery fringe,8,20th century 1900-1945,299,Cubism
9350,Inversions,1966,"Aluminium, oil paint and wood",415,20th century post-1945,419,British Constructivism
12971,Red on Maroon,1959,"Oil paint, pigments and glue on canvas",415,20th century post-1945,416,Abstract Expressionism
10366,Open No. 122 in Scarlet and Blue,1969,Acrylic paint and charcoal on canvas,415,20th century post-1945,416,Abstract Expressionism
4031,Large Horse,1914,Bronze,8,20th century 1900-1945,299,Cubism
10939,A Present for the Past,1942,Oil paint on canvas,8,20th century 1900-1945,320,Surrealism
6199,Addendum,1967,"Papier mâché, wood and cord",415,20th century post-1945,421,Conceptual Art
6199,Addendum,1967,"Papier mâché, wood and cord",415,20th century post-1945,430,Minimalism
6198,Tomorrow's Apples (5 in White),1965,"Enamel, gouache, varnish, cord and papier mâché on board",415,20th century post-1945,430,Minimalism
10703,1934 (relief),1934,Oil paint on mahogany,8,20th century 1900-1945,321,Unit One
14189,Foxhunting in Wooded Country,1720,Oil paint on canvas,289,16th and 17th century,406,"Netherlands-trained, working in Britain"
1501,Portrait of William Style of Langley,1636,Oil paint on canvas,289,16th and 17th century,412,Early Stuart
2957,Portrait of Edison,1920,"Gouache, watercolour and graphite on paper",8,20th century 1900-1945,300,Dada
472,Study for Homage to the Square: Beaming,1963,Oil paint on fibreboard,8,20th century 1900-1945,294,Bauhaus
472,Study for Homage to the Square: Beaming,1963,Oil paint on fibreboard,415,20th century post-1945,439,Post Painterly Abstraction
474,Study for Homage to the Square,1964,Oil paint on fibreboard,8,20th century 1900-1945,294,Bauhaus
474,Study for Homage to the Square,1964,Oil paint on fibreboard,415,20th century post-1945,439,Post Painterly Abstraction
1449,Clarinet and Bottle of Rum on a Mantelpiece,1911,Oil paint on canvas,8,20th century 1900-1945,299,Cubism
7816,Swinging,1925,Oil paint on board,8,20th century 1900-1945,294,Bauhaus
7816,Swinging,1925,Oil paint on board,8,20th century 1900-1945,298,Constructivism
9205,Dynamic Suprematism,1915,Oil paint on canvas,8,20th century 1900-1945,318,Supremetism
516,Melanie and Me Swimming,1978,Acrylic paint on canvas,415,20th century post-1945,1666,School of London
1881,Working Model for 'The Unknown Political Prisoner',1955,Steel and bronze on plaster base,415,20th century post-1945,424,Geometry of Fear
922,The Doll,1937,"Photographs, black and white, and ink on paper",8,20th century 1900-1945,320,Surrealism
15699,Interrelation of Volumes,1919,Sandstone,8,20th century 1900-1945,298,Constructivism
15699,Interrelation of Volumes,1919,Sandstone,8,20th century 1900-1945,1686,De Stijl
15699,Interrelation of Volumes,1919,Sandstone,8,20th century 1900-1945,6277,Neo-Plasticism
473,Study for Homage to the Square,1963,Oil paint on fibreboard,8,20th century 1900-1945,294,Bauhaus
473,Study for Homage to the Square,1963,Oil paint on fibreboard,415,20th century post-1945,439,Post Painterly Abstraction
2203,The Melancholy of Departure,1916,Oil paint on canvas,8,20th century 1900-1945,12734,Metaphysical Art
2987,Metamorphosis of Narcissus,1937,Oil paint on canvas,8,20th century 1900-1945,320,Surrealism
5138,"Gertrude Sadler, Lady Aston",1620,Oil paint on canvas,289,16th and 17th century,412,Early Stuart
8587,Lieder ohne Worte,1861,Oil paint on canvas,350,19th century,351,Aesthetic Movement
2474,"May, in the Regent's Park",1851,Oil paint on mahogany,350,19th century,363,Pre-Raphaelite
9449,The Schutz Family and their Friends on a Terrace,1725,Oil paint on canvas,290,18th century,340,Conversation Piece
9449,The Schutz Family and their Friends on a Terrace,1725,Oil paint on canvas,290,18th century,346,Rococo
4026,Monsieur Plume with Creases in his Trousers (Portrait of Henri Michaux),1947,Oil paint and grit on canvas,8,20th century 1900-1945,16669,Art Brut
4026,Monsieur Plume with Creases in his Trousers (Portrait of Henri Michaux),1947,Oil paint and grit on canvas,415,20th century post-1945,8454,Art Informel
9154,Passage de l'Opéra,1970,Oil paint on canvas,8,20th century 1900-1945,1688,British Surrealism
4876,Construction on a Line,1935,Plastic,8,20th century 1900-1945,16667,Abstraction-Création
4876,Construction on a Line,1935,Plastic,8,20th century 1900-1945,298,Constructivism
8981,Slate Circle,1979,Slate,415,20th century post-1945,421,Conceptual Art
8981,Slate Circle,1979,Slate,415,20th century post-1945,429,Land Art
2451,On the Map,1937,Oil paint on canvas,8,20th century 1900-1945,304,Euston Road School
8789,After Bathing,1904,Oil paint on canvas,350,19th century,357,Impressionism
7890,White Curve,1974,Aluminium,415,20th century post-1945,439,Post Painterly Abstraction
15976,Marilyn Diptych,1962,Acrylic paint on canvas,415,20th century post-1945,437,Pop Art
7967,Bathers at Moritzburg,1909,Oil paint on canvas,8,20th century 1900-1945,296,Brücke
8785,Wall Explosion II,1965,Enamel on steel,415,20th century post-1945,437,Pop Art
684,Triptych - August 1972,1972,Oil paint on 3 canvases,415,20th century post-1945,1666,School of London
7230,The Battle of Hastings,1961,Oil paint on canvas,415,20th century post-1945,1683,British Pop
6434,"Langdale Fell, Motion Frozen/Frozen Motion",1979,"Photograph, black and white, on board and transfer lettering",415,20th century post-1945,421,Conceptual Art
8136,The Murder of Rosa Luxemburg,1960,"Oil paint, ink, graphite and paper on canvas",415,20th century post-1945,1683,British Pop
8136,The Murder of Rosa Luxemburg,1960,"Oil paint, ink, graphite and paper on canvas",415,20th century post-1945,1666,School of London
1432,Head,1919,Oak,8,20th century 1900-1945,303,Direct Carving
16932,Piccadilly Circus,1912,Oil paint on canvas,8,20th century 1900-1945,297,Camden Town Group
14066,Black Landscape,1939,Oil paint and sand on canvas,8,20th century 1900-1945,312,Neo-Romanticism
13634,Sappho and Erinna in a Garden at Mytilene,1864,Watercolour on paper,350,19th century,363,Pre-Raphaelite
9656,A Garden,1869,Oil paint on canvas,350,19th century,351,Aesthetic Movement
15697,"Portrait of Anne Wortley, Later Lady Morton",1620,Oil paint on canvas,289,16th and 17th century,412,Early Stuart
7770,Untitled,1980,"Steel, aluminium and perspex",415,20th century post-1945,430,Minimalism
1503,"Portrait of a Lady, Called Elizabeth, Lady Tanfield",1615,Oil paint on canvas,289,16th and 17th century,412,Early Stuart
10641,Eve,1950,Oil paint on canvas,415,20th century post-1945,416,Abstract Expressionism
1502,"Portrait of Sir Thomas Pope, Later 3rd Earl of Downe",1635,Oil paint on canvas,289,16th and 17th century,412,Early Stuart
5112,"Hickbush, the Grove I",1975,Oil paint on canvas,8,20th century 1900-1945,304,Euston Road School
8135,The Rise of Fascism,1975,"Oil paint, charcoal and pastel on paper",415,20th century post-1945,1666,School of London
5135,Portrait of Captain Thomas Lee,1594,Oil paint on canvas,289,16th and 17th century,414,Tudor
977,Dieppe,1931,Oil paint on wood,8,20th century 1900-1945,321,Unit One
978,Composition,1933,Oil paint on wood,8,20th century 1900-1945,321,Unit One
4840,Model for 'Torsion',1928,Plastic,8,20th century 1900-1945,298,Constructivism
4849,Model for 'Construction in Space with Crystalline Centre',1938,Plastic,8,20th century 1900-1945,16667,Abstraction-Création
4849,Model for 'Construction in Space with Crystalline Centre',1938,Plastic,8,20th century 1900-1945,298,Constructivism
4861,Linear Form (curved),1954,Plastic and metal wires,8,20th century 1900-1945,298,Constructivism
4813,Red Cavern,1926,"Plastic, cork, metal and wood",8,20th century 1900-1945,298,Constructivism
4846,Model for 'Construction Through a Plane',1935,Plastic,8,20th century 1900-1945,16667,Abstraction-Création
4846,Model for 'Construction Through a Plane',1935,Plastic,8,20th century 1900-1945,298,Constructivism
4860,Linear Form (possible part of the model for the First Bijenkorf Project),1954,Plastic and metal wires,8,20th century 1900-1945,298,Constructivism
4811,Circular Relief,1925,Plastic on wood,8,20th century 1900-1945,298,Constructivism
4835,Two Cubes (Demonstrating the Stereometric Method),1930,Painted wood,8,20th century 1900-1945,298,Constructivism
4839,Model for 'Double Relief in a Niche',1929,"Cellulose nitrate, cork and board on wood",8,20th century 1900-1945,298,Constructivism
4856,Model for a 'Monument to the Unknown Political Prisoner',1952,Plastic and wire mesh,8,20th century 1900-1945,298,Constructivism
4853,"Model for the Esso Project, Radio City, New York",1949,Plastic and gold wire mesh,8,20th century 1900-1945,298,Constructivism
642,Head of E.O.W.,1959,"Charcoal, paper and watercolour on paper",415,20th century post-1945,1666,School of London
8134,The Orientalist,1976,Oil paint on canvas,415,20th century post-1945,1666,School of London
4850,Model for 'Spiral Theme',1941,Plastic,8,20th century 1900-1945,16667,Abstraction-Création
4850,Model for 'Spiral Theme',1941,Plastic,8,20th century 1900-1945,298,Constructivism
4836,Model for 'Column',1920,Cellulose nitrate,8,20th century 1900-1945,298,Constructivism
4825,First Sketch for a Monument for an Institute of Physics and Mathematics,1919,Graphite on paper,8,20th century 1900-1945,298,Constructivism
4824,Sketch for a Mobile Construction,1918,Graphite and ink on board,8,20th century 1900-1945,298,Constructivism
4862,Model for Hanging Construction,1950,Plastic,8,20th century 1900-1945,298,Constructivism
12341,The Emigrant's Last Sight of Home,1858,Oil paint on canvas,350,19th century,8064,Victorian/Genre
4855,First Model for a 'Monument to the Unknown Political Prisoner',1952,Plastic and wire mesh,8,20th century 1900-1945,298,Constructivism
6464,Untitled,1971,Oil paint and charcoal on canvas,415,20th century post-1945,441,St Ives School
4859,Linear Form (probably part of the model for the First Bijenkorf Project),1954,Plastic and metal wires,8,20th century 1900-1945,298,Constructivism
4837,Model for Monument for an Airport,1932,Plastic,8,20th century 1900-1945,298,Constructivism
4847,Model for 'Construction on a Line',1937,Plastic,8,20th century 1900-1945,16667,Abstraction-Création
4847,Model for 'Construction on a Line',1937,Plastic,8,20th century 1900-1945,298,Constructivism
4857,"Model for a Construction at the Bijenkorf Building, Rotterdam",1955,Plastic,8,20th century 1900-1945,298,Constructivism
4854,Model for 'Linear Construction No. 3 with Red',1952,Plastic and nylon thread,8,20th century 1900-1945,298,Constructivism
4848,Model for 'Construction in Space 'Crystal'',1937,Cellulose acetate,8,20th century 1900-1945,16667,Abstraction-Création
4848,Model for 'Construction in Space 'Crystal'',1937,Cellulose acetate,415,20th century post-1945,419,British Constructivism
4848,Model for 'Construction in Space 'Crystal'',1937,Cellulose acetate,8,20th century 1900-1945,298,Constructivism
4865,"Model for 'Construction in Space, Suspended'",1965,Plastic and nylon thread,8,20th century 1900-1945,298,Constructivism
4844,Model for 'Monument to the Astronauts',1966,"Plastic, paper and graphite",8,20th century 1900-1945,298,Constructivism
4844,Model for 'Monument to the Astronauts',1966,"Plastic, paper and graphite",415,20th century post-1945,12072,Kinetic Art
4823,Sketch for a Kinetic Construction,1922,Ink on paper,415,20th century post-1945,12072,Kinetic Art
4838,Model for 'Construction in Space 'Two Cones'',1927,Plastic,8,20th century 1900-1945,298,Constructivism
4814,Construction in a Niche,1930,"Plastic, cork, metal and wood",8,20th century 1900-1945,298,Constructivism
4863,Model for Hanging Piece,1957,Plastic,8,20th century 1900-1945,298,Constructivism
4812,Construction in Space 'Two Cones',1936,Plastic,8,20th century 1900-1945,298,Constructivism
511,Drawing for 'The Perfect Painting',1967,Graphite on paper,415,20th century post-1945,421,Conceptual Art
511,Drawing for 'The Perfect Painting',1967,Graphite on paper,415,20th century post-1945,430,Minimalism
2530,The Death of Amelia,1804,Oil paint on canvas,350,19th century,353,Bristol School
682,Three Figures and Portrait,1975,Oil paint and pastel on canvas,415,20th century post-1945,1666,School of London
4815,Torsion,1928,Perspex,8,20th century 1900-1945,298,Constructivism
4842,Model for 'Spheric Theme',1937,Plastic,8,20th century 1900-1945,16667,Abstraction-Création
4842,Model for 'Spheric Theme',1937,Plastic,8,20th century 1900-1945,298,Constructivism
12552,Study for 'Christ and the Woman of Samaria',1827,Ink on paper,350,19th century,368,Shoreham / The Ancients
15694,A Lady of the Spencer Family,1633,Oil paint on canvas,289,16th and 17th century,398,Baroque
15694,A Lady of the Spencer Family,1633,Oil paint on canvas,289,16th and 17th century,400,Court
15694,A Lady of the Spencer Family,1633,Oil paint on canvas,289,16th and 17th century,412,Early Stuart
15694,A Lady of the Spencer Family,1633,Oil paint on canvas,289,16th and 17th century,406,"Netherlands-trained, working in Britain"
2531,Scylla,1938,Oil paint on board,8,20th century 1900-1945,1688,British Surrealism
